Origin,Sector,Zone_consumption,SubZone_Consumption,Value,CSRD_sector
AGO,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,4.79351495710159e-02,Outside EU law
BRA,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,15.070636511421,Outside EU law
PER,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,1.0247025238239,Outside EU law
GHA,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,7.71194416752288e-02,Outside EU law
ARG,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,4.07177685312391e-03,Outside EU law
COL,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,3.68084796792015,Outside EU law
PRY,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,33.3384300367338,Outside EU law
CIV,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,0.118792422486187,Outside EU law
MYS,Growing sugar beet and cane industry,Rest of Europe,Western_Europe,0.29398197470072,Outside EU law
COL,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,1.67611816900912,Outside EU law
MYS,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,0.188294972897644,Outside EU law
ARG,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,0.342877474081233,Outside EU law
PER,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,5.07095570164149,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,2.51010641040596,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,12.4187977486554,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,4.28085408080499e-02,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,296.613022325366,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,3.55667692564662e-02,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",Rest of Europe,Western_Europe,2.72160236651935,Outside EU law
IDN,Growing grapes industry,Rest of Europe,Western_Europe,0,Outside EU law
BRA,Growing grapes industry,Rest of Europe,Western_Europe,2.75823484869705e-04,Outside EU law
AGO,Growing grapes industry,Rest of Europe,Western_Europe,0,Outside EU law
PER,Growing grapes industry,Rest of Europe,Western_Europe,3.38585501794939,Outside EU law
PRY,Growing grapes industry,Rest of Europe,Western_Europe,2.49639622561593e-04,Outside EU law
MYS,Growing grapes industry,Rest of Europe,Western_Europe,0,Outside EU law
COL,Growing grapes industry,Rest of Europe,Western_Europe,2.70775637503173e-02,Outside EU law
COD,Growing grapes industry,Rest of Europe,Western_Europe,0,Outside EU law
CIV,Growing grapes industry,Rest of Europe,Western_Europe,0,Outside EU law
ARG,Growing grapes industry,Rest of Europe,Western_Europe,4.52707858583648e-03,Outside EU law
GHA,Growing grapes industry,Rest of Europe,Western_Europe,0,Outside EU law
ARG,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0.2959535852285,Outside EU law
PRY,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0.585790446237293,Outside EU law
AGO,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0.106336695742179,Outside EU law
CIV,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0.15561657814161,Outside EU law
GHA,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0.482059948348119,Outside EU law
IDN,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0,Outside EU law
BRA,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,18.3504176017388,Outside EU law
MYS,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0,Outside EU law
COD,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,1.64304035438592e-03,Outside EU law
PER,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,1.58965956317183,Outside EU law
COL,Growing cereals n.e.c industry,Rest of Europe,Western_Europe,0.09743283149441,Outside EU law
COL,Growing maize industry,Rest of Europe,Western_Europe,4.00322807855531,Outside EU law
BRA,Growing maize industry,Rest of Europe,Western_Europe,93.819545000854,Outside EU law
ARG,Growing maize industry,Rest of Europe,Western_Europe,1.52920662032505,Outside EU law
MYS,Growing maize industry,Rest of Europe,Western_Europe,0.197373247088855,Outside EU law
PRY,Growing maize industry,Rest of Europe,Western_Europe,99.1805471753414,Outside EU law
IDN,Growing maize industry,Rest of Europe,Western_Europe,57.6136493040829,Outside EU law
PER,Growing maize industry,Rest of Europe,Western_Europe,3.36232070509158,Outside EU law
CIV,Growing maize industry,Rest of Europe,Western_Europe,3.15463891459938,Outside EU law
COD,Growing maize industry,Rest of Europe,Western_Europe,1.87635026166458,Outside EU law
GHA,Growing maize industry,Rest of Europe,Western_Europe,70.1126644799568,Outside EU law
AGO,Growing maize industry,Rest of Europe,Western_Europe,1.13172783871508,Outside EU law
CIV,Growing tobacco industry,Rest of Europe,Western_Europe,4.7283364127471e-03,Outside EU law
MYS,Growing tobacco industry,Rest of Europe,Western_Europe,0.07280028575124,Outside EU law
PRY,Growing tobacco industry,Rest of Europe,Western_Europe,8.84940297472161e-02,Outside EU law
PER,Growing tobacco industry,Rest of Europe,Western_Europe,1.43263441332423e-03,Outside EU law
COD,Growing tobacco industry,Rest of Europe,Western_Europe,2.55260512524561e-02,Outside EU law
BRA,Growing tobacco industry,Rest of Europe,Western_Europe,6.24773634243882,Outside EU law
GHA,Growing tobacco industry,Rest of Europe,Western_Europe,2.71139204783175,Outside EU law
IDN,Growing tobacco industry,Rest of Europe,Western_Europe,44.1559953080244,Outside EU law
COL,Growing tobacco industry,Rest of Europe,Western_Europe,2.96690043345994,Outside EU law
ARG,Growing tobacco industry,Rest of Europe,Western_Europe,3.31144549767918e-02,Outside EU law
AGO,Growing tobacco industry,Rest of Europe,Western_Europe,3.56714623872356e-07,Outside EU law
GHA,Growing fibre crops industry,Rest of Europe,Western_Europe,4.12981599526242e-02,Outside EU law
BRA,Growing fibre crops industry,Rest of Europe,Western_Europe,9.5463471949317,Outside EU law
ARG,Growing fibre crops industry,Rest of Europe,Western_Europe,0.21707835840246,Outside EU law
MYS,Growing fibre crops industry,Rest of Europe,Western_Europe,0.148604709083963,Outside EU law
COL,Growing fibre crops industry,Rest of Europe,Western_Europe,2.65971592287564,Outside EU law
CIV,Growing fibre crops industry,Rest of Europe,Western_Europe,8.95389827357108,Outside EU law
IDN,Growing fibre crops industry,Rest of Europe,Western_Europe,0.116989289221936,Outside EU law
PER,Growing fibre crops industry,Rest of Europe,Western_Europe,14.2018189415455,Outside EU law
AGO,Growing fibre crops industry,Rest of Europe,Western_Europe,1.30245762980654e-05,Outside EU law
PRY,Growing fibre crops industry,Rest of Europe,Western_Europe,3.31619692845789,Outside EU law
COD,Growing fibre crops industry,Rest of Europe,Western_Europe,0.208202439126065,Outside EU law
COL,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,40.1090704044133,Within EU law
PRY,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,3.14688681139639,Within EU law
ARG,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,1.82269237120053e-02,Within EU law
CIV,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,60.9788127874832,Within EU law
COD,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,19.5004723578779,Within EU law
BRA,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,12.447266140313,Within EU law
PER,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,30.7748407252424,Within EU law
MYS,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,3.68217231734198e-02,Within EU law
IDN,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,5.83205456378814,Within EU law
AGO,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,4.14977433653658e-02,Within EU law
GHA,"Growing beverage crops (coffee, tea etc) industry",Rest of Europe,Western_Europe,2.59262221417847,Within EU law
COL,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,1.30908708173814,Within EU law
ARG,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,0,Within EU law
COD,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,1.19187408565421e-02,Within EU law
GHA,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,39.6844079943988,Within EU law
CIV,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,99.1201810496625,Within EU law
AGO,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,5.28317015501889e-04,Within EU law
PRY,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,0,Within EU law
MYS,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,0.171557074317996,Within EU law
IDN,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,3.54738206848323,Within EU law
PER,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,7.73113547718125,Within EU law
BRA,Growing crops n.e.c. industry,Rest of Europe,Western_Europe,2.88810753393337,Within EU law
COL,Growing wheat industry,Rest of Europe,Western_Europe,1.68157831886103e-02,Outside EU law
BRA,Growing wheat industry,Rest of Europe,Western_Europe,39.4944243070899,Outside EU law
AGO,Growing wheat industry,Rest of Europe,Western_Europe,2.23055732157416e-03,Outside EU law
PER,Growing wheat industry,Rest of Europe,Western_Europe,0.99964058949847,Outside EU law
PRY,Growing wheat industry,Rest of Europe,Western_Europe,13.9023003985734,Outside EU law
MYS,Growing wheat industry,Rest of Europe,Western_Europe,0,Outside EU law
CIV,Growing wheat industry,Rest of Europe,Western_Europe,0,Outside EU law
IDN,Growing wheat industry,Rest of Europe,Western_Europe,0,Outside EU law
ARG,Growing wheat industry,Rest of Europe,Western_Europe,2.56996563043455,Outside EU law
GHA,Growing wheat industry,Rest of Europe,Western_Europe,0,Outside EU law
COD,Growing wheat industry,Rest of Europe,Western_Europe,4.79943352193858e-03,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,1.54639114112134,Within EU law
CIV,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,2.77637647658066,Within EU law
IDN,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,174.993633795081,Within EU law
BRA,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,311.198225596581,Within EU law
MYS,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,115.840181980301,Within EU law
PER,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,4.18303283713404,Within EU law
GHA,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,148.566279646122,Within EU law
COD,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,7.16005418543991,Within EU law
COL,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,11.7141696308267,Within EU law
PRY,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,401.14386419609,Within EU law
AGO,Growing leguminous crops and oil seeds industry,Rest of Europe,Western_Europe,6.13419323093096,Within EU law
IDN,Growing fruits and nuts industry,America,Caribbean,2.40575266429609,Outside EU law
PRY,Growing fruits and nuts industry,America,Caribbean,7.79623294492101e-02,Outside EU law
AGO,Growing fruits and nuts industry,America,Caribbean,4.7636719449437e-02,Outside EU law
COD,Growing fruits and nuts industry,America,Caribbean,0.196328177581635,Outside EU law
CIV,Growing fruits and nuts industry,America,Caribbean,8.51031712812497,Outside EU law
MYS,Growing fruits and nuts industry,America,Caribbean,0.112909698682287,Outside EU law
PER,Growing fruits and nuts industry,America,Caribbean,0.466971517121282,Outside EU law
COL,Growing fruits and nuts industry,America,Caribbean,1.54736686417298,Outside EU law
BRA,Growing fruits and nuts industry,America,Caribbean,1.05021781678678e-02,Outside EU law
GHA,Growing fruits and nuts industry,America,Caribbean,90.6733072740058,Outside EU law
ARG,Growing fruits and nuts industry,America,Caribbean,2.17256192476892e-03,Outside EU law
BRA,Raising of cattle industry,America,Caribbean,7.43986227596094,Within EU law
PRY,Raising of cattle industry,America,Caribbean,3.30506752744602,Within EU law
GHA,Raising of cattle industry,America,Caribbean,0.198633854839578,Within EU law
CIV,Raising of cattle industry,America,Caribbean,4.30355702224361e-02,Within EU law
MYS,Raising of cattle industry,America,Caribbean,9.71325767041677e-02,Within EU law
IDN,Raising of cattle industry,America,Caribbean,1.04347888425199,Within EU law
ARG,Raising of cattle industry,America,Caribbean,7.28998709248015,Within EU law
AGO,Raising of cattle industry,America,Caribbean,0.272035355425715,Within EU law
PER,Raising of cattle industry,America,Caribbean,6.74865259511705,Within EU law
COD,Raising of cattle industry,America,Caribbean,0.189669160822696,Within EU law
COL,Raising of cattle industry,America,Caribbean,79.611689844148,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Caribbean,0.146414127236153,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Caribbean,66.9838582750225,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Caribbean,1.00436850549642,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Caribbean,3.70578573255151e-02,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Caribbean,5.10512459812226,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Caribbean,0.121282573717828,Outside EU law
